劳伦皮埃尔蒂芬=Lao Luân Bì Ai Nhĩ Đế Phân
北斗七星月光舞=Bắc Đẩu Thất Tinh Nguyệt Quang Vũ
天极九转心法=Thiên Cực Cửu Chuyển Tâm Pháp
尼古拉斯二世=Ni Cổ Lạp Tư Nhị Thế
斩妖灭魔剑诀=Trảm Yêu Diệt Ma Kiếm Quyết
烈火天罡剑诀=Liệt Hỏa Thiên Cang Kiếm Quyết
特里帕蒂啐格=Đặc Lý Mạt Đế Thối Cách
特里帕蒂辛格=Đặc Lý Mạt Đế Tân Cách
瞬间转移大法=Thuấn Gian Chuyển Di Đại Pháp
阿布拉莫维奇=A Bố Lạp Mạc Duy Kỳ
降魔金刚法力=Hàng Ma Kim Cương Pháp Lực
下猎户悬臂=Hạ Liệp Hộ Huyền Tí
九门连星阵=Cửu Môn Liên Tinh Trận
五雷正天诀=Ngũ Lôi Chính Thiên Quyết
修罗绝天阵=Tu La Tuyệt Thiên Trận
克劳塞维斯=Khắc Lao Tắc Duy Tư
克莱乌迪马=Khắc Lai Ô Địch Mã
克莱门重工=Khắc Lai Môn Trọng Công
凤凰书学院=Phượng Hoàng Thư Học Viện
南希伯伦斯=Nam Hi Bá Luân Tư
卢克雷蒂娅=Lô Khắc Lôi Đế Á
哈利法克斯=Cáp Lợi Pháp Khắc Tư
哈立法克斯=Cáp Lập Pháp Khắc Tư
四灵群妖阵=Tứ Linh Quần Yêu Trận
大天罗神功=Đại Thiên La Thần Công
大慈大悲手=Đại Từ Đại Bi Thủ
天星失魂散=Thiên Tinh Thất Hồn Tán
天河群星阵=Thiên Hà Quần Tinh Trận
太清纯阳阵=Thái Thanh Thuần Dương Trận
太玄裂天道=Thái Huyền Liệt Thiên Đạo
如意心魂剑=Như Ý Tâm Hồn Kiếm
安东尼奥龙=An Đông Ni Áo Long
察罕特穆尔=Sát Hãn Đặc Mục Nhĩ
就想起来的=liền nhớ
山本十八郎=Sơn Bổn Thập Bát Lang
巴尔塔扎尔=Ba Nhĩ Tháp Trát Nhĩ
布雷肯里奇=Bố Lôi Khẳng Lý Kỳ
庐山不归路=Lư Sơn Bất Quy Lộ
弗极基米尔=Phất Cực Cơ Mễ Nhĩ
心禅不灭诀=Tâm Thiện Bất Diệt Quyết
戴德斯维尔=Đái Đức Tư Duy Nhĩ
摩尔克斯亚=Ma Nhĩ Khắc Tư Á
敏敏特穆尔=Mẫn Mẫn Đặc Mục Nhĩ
易天十二诀=Dịch Thiên Thập Nhị Quyết
普鲁斯托顿=Phổ Lỗ Tư Thác Đốn
梅斯菲尔德=Mai Tư Phỉ Nhĩ Đức
洛斯梅尔特=Lạc Tư Mai Nhĩ Đặc
海纳梵森特=Hải Nạp Phạm Sâm Đặc
玄冰震魂诀=Huyền Băng Chấn Hồn Quyết
玄灵神火阵=Huyền Linh Thần Hỏa Trận
皮儿马黑麻=Bì Nhi Mã Hắc Ma
石中焱炽铁=Thạch Trung Diễm Sí Thiết
神龙定星阵=Thần Long Định Tinh Trận
秋山林一夫=Thu Sơn Lâm Nhất Phu
秋山秣一夫=Thu Sơn Mạt Nhất Phu
米诺斯良格=Mễ Nặc Tư Lương Cách
约翰伯伦斯=Ước Hàn Bá Luân Tư
绝生十六式=Tuyệt Sanh Thập Lục Thức
罗德格里斯=La Đức Cách Lý Tư
罗斯柴尔德=La Tư Sài Nhĩ Đức
苍云奇绝阵=Thương Vân Kì Tuyệt Trận
苏莱曼四世=Tô Lai Mạn Tứ Thế
血玉玲珑塔=Huyết Ngọc Linh Lung Tháp
赵 ※ 云=Triệu Vân
冰系仙术=Băng Hệ Tiên Thuật
冰雪神女=Băng Tuyết Thần Nữ
凡衣上人=Phàm Y Thượng Nhân
凤凰书院=Phượng Hoàng Thư Viện
凯尔亚斯=Khải Nhĩ Á Tư
利克拉伯=Lợi Khắc Lạp Bá
努尔梭哈=Nỗ Nhĩ Toa Cáp
勃拉姆斯=Bột Lạp Mỗ Tư
勾陈阴逵=Câu Trần Âm Quỳ
勾陈阴逸=Câu Trần Âm Dật
勾魂媚眼=Câu Hồn Mỵ Nhãn
化魂大法=Hóa Hồn Đại Pháp
化魂归虚=Hóa Hồn Quy Hư
北宫战国=Bắc Cung Chiến Quốc
北宫方辰=Bắc Cung Phương Thần
千世血咒=Thiên Thế Huyết Chú
千兽合体=Thiên Thú Hợp Thể
千化玉郎=Thiên Hóa Ngọc Lang
千变玉郎=Thiên Biến Ngọc Lang
千叶香子=Thiên Diệp Hương Tử
千和武藏=Thiên Hòa Vũ Tàng
千妖灭神=Thiên Yêu Diệt Thần
千年树妖=Thiên Niên Thụ Yêu
千幻鬼魈=Thiên Huyễn Quỷ Tiêu
千影血魅=Thiên Ảnh Huyết Mị
千星夺魂=Thiên Tinh Đoạt Hồn
华山一剑=Hoa Sơn Nhất Kiếm
南宫一梦=Nam Cung Nhất Mộng
南宫啸风=Nam Cung Khiếu Phong
南宫婉云=Nam Cung Uyển Vân
南宫小蛮=Nam Cung Tiểu Man
南宫小雨=Nam Cung Tiểu Vũ
南宫小鸟=Nam Cung Tiểu Điểu
南宫无雪=Nam Cung Vô Tuyết
南宫晓蝶=Nam Cung Hiểu Điệp
南宫芽月=Nam Cung Nha Nguyệt
南宫语晴=Nam Cung Ngữ Tình
南宫轩辕=Nam Cung Hiên Viên
南宫远博=Nam Cung Viễn Bác
南宫锦辰=Nam Cung Cẩm Thần
南宫问天=Nam Cung Vấn Thiên
南宫青飞=Nam Cung Thanh Phi
南宫飞云=Nam Cung Phi Vân
南宫鸿华=Nam Cung Hồng Hoa
南宫鸿策=Nam Cung Hồng Sách
南春上人=Nam Xuân Thượng Nhân
南荒莽龙=Nam Hoang Mãng Long
博尔德克=Bác Nhĩ Đức Khắc
卡列尼娜=Tạp Liệt Ni Na
卡尔斯特=Tạp Nhĩ Tư Đặc
卡拉尼奥=Tạp Lạp Ni Áo
卡斯普瑞=Tạp Tư Phổ Thụy
卡里奶爸=Tạp Lý Nãi Ba
厄尔亚斯=Ách Nhĩ Á Tư
厄普约翰=Ách Phổ Ước Hàn
古月圣子=Cổ Nguyệt Thánh Tử
古烈斯通=Cổ Liệt Tư Thông
古蒂丽蕾=Cổ Đế Lệ Lôi
司徒厚土=Ty Đồ Hậu Thổ
司徒厚士=Tư Đồ Hậu Sĩ
司徒建设=Tư Đồ Kiến Thiết
司徒晨风=Tư Đồ Thần Phong
司徒空处=Tư Đồ Không Xử
司马云天=Tư Mã Vân Thiên
司马剑云=Tư Mã Kiếm Vân
司马承祯=Tư Mã Thừa Trinh
司马无风=Tư Mã Vô Phong
司马晨风=Tư Mã Thần Phong
司马迁里=Tư Mã Thiên Lý
吉国直树=Cát Quốc Trực Thụ
吉尔斯特=Cát Nhĩ Tư Đặc
呼延傲博=Hô Duyên Ngạo Bác
哈尔合林=Cáp Nhĩ Hợp Lâm
哈格瓦尔=Cáp Cách Ngõa Nhĩ
哥舒应龙=Ca Thư Ứng Long
唐杰拉德=Đường Kiệt Lạp Đức
唐特雷斯=Đường Đặc Lôi Tư
啸月天狼=Khiếu Nguyệt Thiên Lang
啸月神剑=Khiếu Nguyệt Thần Kiếm
噬心剑诀=Phệ Tâm Kiếm Quyết
噬血大法=Phệ Huyết Đại Pháp
噬血魔功=Phệ Huyết Ma Công
四佛六云=Tứ Phật Lục Vân
四十三万=bốn trăm ba chục ngàn
四尊魔煞=Tứ Tôn Ma Sát
四灵神兽=Tứ Linh Thần Thú
圣哲罗姆=Thánh Triết La Mỗ
圣手何飞=Thánh Thủ Hà Phi
地阴天煞=Địa Âm Thiên Sát
地阴邪灵=Địa Âm Tà Linh
坦格利安=Thản Cách Lợi An
埃尔特斯=Ai Nhĩ Đặc Tư
埃德米兹=Ai Đức Mễ Tư
埃德蒙多=Ai Đức Mông Đa
埃默爵士=Ai Mặc Tước Sĩ
域之三界=Vực Chi Tam Giới
塔提雅娜=Tháp Đề Nhã Na
塔里塔克=Tháp Lý Tháp Khắc
塞莱佩乌=Tắc Lai Bội Ô
夏侯浅白=Hạ Hầu Thiển Bạch
夏彦无敌=Hạ Ngạn Vô Địch
夏洛克李=Hạ Lạc Khắc Lý
多朱埃尔=Đa Chu Ai Nhĩ
多米埃尔=Đa Mễ Ai Nhĩ
夜月斩法=Dạ Nguyệt Trảm Pháp
大卫皮克=Đại Vệ Bì Khắc
大罗诸天=Đại La Chư Thiên
大阿修罗=Đại A Tu La
天之三界=Thiên Chi Tam Giới
天剑九诀=Thiên Kiếm Cửu Quyết
天地同春=Thiên Địa Đồng Xuân
天地无极=Thiên Địa Vô Cực
天地至尊=Thiên Địa Chí Tôn
天地阴邪=Thiên Địa Âm Tà
天外流星=Thiên Ngoại Lưu Tinh
天威可鉴=Thiên Uy Khả Giám
天字帅令=Thiên Tự Suất Lệnh
天宿老道=Thiên Túc Lão Đạo
天宿道长=Thiên Túc Đạo Trưởng
天幻邪云=Thiên Huyễn Tà Vân
天影血魅=Thiên Ảnh Huyết Mị
天星书院=Thiên Tinh Thư Viện
天残老祖=Thiên Tàn Lão Tổ
天河宝录=Thiên Hà Bảo Lục
天浩道长=Thiên Hạo Đạo Trưởng
天涯八剑=Thiên Nhai Bát Kiếm
天灯大师=Thiên Đăng Đại Sư
天灵剑气=Thiên Linh Kiếm Khí
天灵神剑=Thiên Linh Thần Kiếm
天煞厉魂=Thiên Sát Lệ Hồn
天痴道长=Thiên Si Đạo Trưởng
天绝七斩=Thiên Tuyệt Thất Trảm
天绝夺魄=Thiên Tuyệt Đoạt Phách
天绝斩法=Thiên Tuyệt Trảm Pháp
天绝邪神=Thiên Tuyệt Tà Thần
天罡剑诀=Thiên Cang Kiếm Quyết
天苍道长=Thiên Thương Đạo Trưởng
天蝉三式=Thiên Thiền Tam Thức
天蝉刀法=Thiên Thiền Đao Pháp
天蝉秘笈=Thiên Thiền Bí Cấp
天轮法王=Thiên Luân Pháp Vương
天都圣人=Thiên Đô Thánh Nhân
天钟道长=Thiên Chung Đạo Trưởng
天风洞主=Thiên Phong Động Chủ
天魔教主=Thiên Ma Giáo Chủ
天鹏洞主=Thiên Bằng Động Chủ
天鹰洞主=Thiên Ưng Động Chủ
天龙禅唱=Thiên Long Thiện Xướng
太阴蔽日=Thái Âm Tế Nhật
奇博尔德=Kỳ Bác Nhĩ Đức
奇山四剑=Kỳ Sơn Tứ Kiếm
奔雷剑法=Bôn Lôi Kiếm Pháp
奥丽茜亚=Áo Lệ Thiến Á
奥姆斯特=Áo Mỗ Tư Đặc
奥德里奇=Áo Đức Lý Kỳ
奥斯库洛=Áo Tư Khố Lạc
如云和尚=Như Vân Hòa Thượng
如云大师=Như Vân Đại Sư
如意仙娘=Như Ý Tiên Nương
如意神剑=Như Ý Thần Kiếm
妖娆妃子=Yêu Nhiêu Phi Tử
妖皇裂天=Yêu Hoàng Liệt Thiên
妖魄真火=Yêu Phách Chân Hỏa
孤叶先生=Cô Diệp Tiên Sinh
宇文修岚=Vũ Văn Tu Lam
宇文芬芳=Vũ Văn Phân Phương
宇文震天=Vũ Văn Chấn Thiên
安切洛蒂=An Thiết Lạc Đế
安德列拉=An Đức Liệt Lạp
安拉卡拉=An Lạp Tạp Lạp
安格尼斯=An Cách Ni Tư
安田伊夫=An Điền Y Phu
安田由美=An Điền Do Mỹ
安都洞主=An Đô Động Chủ
定天神针=Định Thiên Thần Châm
寂灭禅主=Tịch Diệt Thiện Chủ
寒冰剑气=Hàn Băng Kiếm Khí
封灵阵法=Phong Linh Trận Pháp
少林八绝=Thiếu Lâm Bát Tuyệt
尤西雅克=Vưu Tây Nhã Khắc
尼古拉斯=Ni Cổ Lạp Tư
尼德柴尔=Ni Đức Sài Nhĩ
尼洛神京=Ni Lạc Thần Kinh
山口惠子=Sơn Khẩu Huệ Tử
巧手郎君=Xảo Thủ Lang Quân
巨灵魔煞=Cự Linh Ma Sát
巴巴多拉=Ba Ba Đa Lạp
巴巴拉奇=Ba Ba Lạp Kỳ
巴彦浩特=Ba Ngạn Hạo Đặc
巴格内尔=Ba Cách Nội Nhĩ
巴色洛攀=Ba Sắc Lạc Phàn
布埃纳文=Bố Ai Nạp Văn
布莱卡姆=Bố Lai Tạp Mỗ
布达里亚=Bố Đạt Lý Á
帕特里克=Mạt Đặc Lý Khắc
幻兽洞天=Huyễn Thú Động Thiên
幻兽绝神=Huyễn Thú Tuyệt Thần
幻化之术=Huyễn Hóa Chi Thuật
幻梦流光=Huyễn Mộng Lưu Quang
幻象之术=Huyễn Tượng Chi Thuật
幽灵三煞=U Linh Tam Sát
幽若紫萝=U Nhược Tử La
幽魂鹰王=U Hồn Ưng Vương
弗拉洛蒂=Phất Lạp Lạc Đế
弗朗西斯=Phất Lãng Tây Tư
弥天剑阵=Di Thiên Kiếm Trận
弥天血罩=Di Thiên Huyết Tráo
归无道长=Quy Vô Đạo Trưởng
彩凤仙子=Thải Phượng Tiên Tử
影月双剑=Ảnh Nguyệt Song Kiếm
御女心经=Ngự Nữ Tâm Kinh
德拉克洛=Đức Lạp Khắc Lạc
心剑无痕=Tâm Kiếm Vô Ngân
心欲无痕=Tâm Dục Vô Ngân
情人山庄=Tình Nhân Sơn Trang
惊天剑诀=Kinh Thiên Kiếm Quyết
意念神波=Ý Niệm Thần Ba
慕容倾城=Mộ Dung Khuynh Thành
慕容剑秋=Mộ Dung Kiếm Thu
慕容无双=Mộ Dung Vô Song
慕容晓天=Mộ Dung Hiểu Thiên
慕容清风=Mộ Dung Thanh Phong
慕容秀秀=Mộ Dung Tú Tú
慕容秋水=Mộ Dung Thu Thủy
慕容竹韵=Mộ Dung Trúc Vận
慕容芊芊=Mộ Dung Thiên Thiên
慕容誉亮=Mộ Dung Dự Lượng
慕容雪痕=Mộ Dung Tuyết Ngân
慧觉神尼=Tuệ Giác Thần Ni
戈德里克=Qua Đức Lý Khắc
战心尊者=Chiến Tâm Tôn Giả
扎雅查纱=Trát Nhã Tra Sa
托亚尔斯=Thác Á Nhĩ Tư
托托克斯=Thác Thác Khắc Tư
托斯塔奥=Thác Tư Tháp Áo
拂琴老者=Phất Cầm Lão Giả
拉塔沙雷=Lạp Tháp Sa Lôi
拉多尼亚=Lạp Đa Ni Á
拉格洛斯=Lạp Cách Lạc Tư
拓跋滔天=Thác Bạt Thao Thiên
拜格雷夫=Bái Cách Lôi Phu
拜索奥的=Bái Tác Áo
控水大法=Khống Thủy Đại Pháp
控水心法=Khống Thủy Tâm Pháp
控火之术=Khống Hỏa Chi Thuật
提兰克莱=Đề Lan Khắc Lai
提兰戈莱=Đề Lan Qua Lai
搜魂大法=Sưu Hồn Đại Pháp
摩诃巴思=Ma Ha Ba Tư
文殊广法=Văn Thù Quảng Pháp
斩风仙剑=Trảm Phong Tiên Kiếm
斩龙仙子=Trảm Long Tiên Tử
斩龙剑诀=Trảm Long Kiếm Quyết
断眉剑尊=Đoạn Mi Kiếm Tôn
斯基贝尼=Tư Cơ Bối Ni
斯特劳姆=Tư Đặc Lao Mỗ
斯特朗人=Tư Đặc Lãng Nhân
斯科特人=Tư Khoa Đặc Nhân
斯菲尔德=Tư Phỉ Nhĩ Đức
斯蒂尔曼=Tư Đế Nhĩ Mạn
斯蒂文李=Tư Đế Văn Lý
斯蒂芬妮=Tư Đế Phân Ny
无为道派=Vô Vi Đạo Phái
无位道派=Vô Vị Đạo Phái
无量天尊=Vô Lượng Thiên Tôn
无间鬼煞=Vô Gian Quỷ Sát
无魂阴罗=Vô Hồn Âm La
旭日商行=Húc Nhật Thương Hành
明月客栈=Minh Nguyệt Khách Sạn
星火燎原=Tinh Hỏa Liệu Nguyên
星辰真火=Tinh Thần Chân Hỏa
普鲁登斯=Phổ Lỗ Đăng Tư
暗影之门=Ám Ảnh Chi Môn
暗影流光=Ám Ảnh Lưu Quang
暗影蔽日=Ám Ảnh Tế Nhật
暗血首领=Ám Huyết Thủ Lĩnh
朗斯特亚=Lãng Tư Đặc Á
李 乐天=Lý Nhạc Thiên
李 乐民=Lý Nhạc Dân
李乐 天=Lý Nhạc Thiên
李乐 民=Lý Nhạc Dân
李大麻子=Lý Đại Ma Tử
村上大雄=Thôn Thượng Đại Hùng
杰克西洛=Kiệt Khắc Tây Lạc
杰西比邦=Kiệt Tây Bỉ Bang
松下良介=Tùng Hạ Lương Giới
松巴乐若=Tùng Ba Nhạc Nhược
松弛开来=lỏng ra
林希特勒=Lâm Hi Đặc Lặc
柳生一剑=Liễu Sanh Nhất Kiếm
格鲁吉亚=Cách Lỗ Cát Á
梁 昌贵=Lương Xương Quý
梁昌 贵=Lương Xương Quý
梅大国学=Mai Đại Quốc Học
梵谧心经=Phạm Mật Tâm Kinh
横山武兵=Hoành Sơn Vũ Binh
欧尼斯特=Âu Ni Tư Đặc
欧阳云天=Âu Dương Vân Thiên
欧阳剑平=Âu Dương Kiếm Bình
欧阳剑秋=Âu Dương Kiếm Thu
欧阳博书=Âu Dương Bác Thư
欧阳塞亚=Âu Dương Tắc Á
欧阳小蝶=Âu Dương Tiểu Điệp
欧阳常林=Âu Dương Thường Lâm
欧阳念雪=Âu Dương Niệm Tuyết
欧阳映雪=Âu Dương Ánh Tuyết
欧阳永叔=Âu Dương Vĩnh Thúc
欧阳紫依=Âu Dương Tử Y
欧阳美华=Âu Dương Mỹ Hoa
欧阳若林=Âu Dương Nhược Lâm
欧阳赛亚=Âu Dương Tái Á
欧阳震天=Âu Dương Chấn Thiên
正野一鹤=Chánh Dã Nhất Hạc
武林书院=Võ Lâm Thư Viện
武林四友=Võ Lâm Tứ Hữu
死神之刀=Tử Thần Chi Đao
残心魔煞=Tàn Tâm Ma Sát
水月洞天=Thủy Nguyệt Đỗng Thiên
永胜剑客=Vĩnh Thắng Kiếm Khách
江明 刘=Giang Minh Lưu
泌莹仙子=Bí Oánh Tiên Tử
法性大师=Pháp Tính Đại Sư
法果大师=Pháp Quả Đại Sư
法轮大师=Pháp Luân Đại Sư
波莱纳斯=Ba Lai Nạp Tư
泣血魔魅=Khấp Huyết Ma Mị
洛米斯克=Lạc Mễ Tư Khắc
洛雪飘梅=Lạc Tuyết Phiêu Mai
流云剑侠=Lưu Vân Kiếm Hiệp
浩云居士=Hạo Vân Cư Sĩ
浩天府主=Hạo Thiên Phủ Chủ
浩然天罡=Hạo Nhiên Thiên Cương
浴克兼勒=Dục Khắc Kiêm Lặc
海尔莫斯=Hải Nhĩ Mạc Tư
